NewQuestion,SA
Title,Minimum Changing Interval of Input
QuestionText,"<p> Suppose a system is designed where the asynchronous input         <i>A</i> shown above goes through a 2-FF synchronizer, and the result         <i>S</i> is used throughout the rest of the system.</p>         <p>The clock frequency is <b>5</b> MHz. What is the minimum time interval         in <b>nanoseconds</b> at which A should be allowed to change?</p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/synch.png
Feedback,400 ns,NOT HTML
ANSWER,100,^\s*400\s*[^0-9]*\s*$,regexp


NewQuestion,SA
Title,Minimum Changing Interval of Input
QuestionText,"<p> Suppose a system is designed where the asynchronous input         <i>A</i> shown above goes through a 2-FF synchronizer, and the result         <i>S</i> is used throughout the rest of the system.</p>         <p>The clock frequency is <b>8</b> MHz. What is the minimum time interval         in <b>nanoseconds</b> at which A should be allowed to change?</p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/synch.png
Feedback,250 ns,NOT HTML
ANSWER,100,^\s*250\s*[^0-9]*\s*$,regexp


NewQuestion,SA
Title,Minimum Changing Interval of Input
QuestionText,"<p> Suppose a system is designed where the asynchronous input         <i>A</i> shown above goes through a 2-FF synchronizer, and the result         <i>S</i> is used throughout the rest of the system.</p>         <p>The clock frequency is <b>10</b> MHz. What is the minimum time interval         in <b>nanoseconds</b> at which A should be allowed to change?</p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/synch.png
Feedback,200 ns,NOT HTML
ANSWER,100,^\s*200\s*[^0-9]*\s*$,regexp


NewQuestion,SA
Title,Minimum Changing Interval of Input
QuestionText,"<p> Suppose a system is designed where the asynchronous input         <i>A</i> shown above goes through a 2-FF synchronizer, and the result         <i>S</i> is used throughout the rest of the system.</p>         <p>The clock frequency is <b>20</b> MHz. What is the minimum time interval         in <b>nanoseconds</b> at which A should be allowed to change?</p>",HTML
Points,10
Difficulty,1
Image,/imagepools/quantumbeef/synch.png
Feedback,100 ns,NOT HTML
ANSWER,100,^\s*100\s*[^0-9]*\s*$,regexp


NewQuestion,SA
Title,Minimum Changing Interval of Input
