NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[0, 6, 12]?",NOT HTML
Points,10
Difficulty,1
OPTION,0,a'bc'd,HTML
OPTION,0,a'b'cd',HTML
OPTION,0,ab'cd,HTML
OPTION,0,abc'd,HTML
OPTION,1,a'b'c'd',HTML
OPTION,0,abcd,HTML
OPTION,1,a'bcd',HTML
OPTION,0,a'b'cd,HTML
OPTION,0,ab'c'd,HTML
OPTION,0,ab'cd',HTML
OPTION,0,a'bc'd',HTML
OPTION,1,abc'd',HTML
OPTION,0,a'b'c'd,HTML
OPTION,0,abcd',HTML
OPTION,0,ab'c'd',HTML
OPTION,0,a'bcd,HTML


NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[0, 2, 12, 15]?",NOT HTML
Points,10
Difficulty,1
OPTION,0,abcd',HTML
OPTION,0,a'bc'd',HTML
OPTION,1,a'b'c'd',HTML
OPTION,0,ab'c'd,HTML
OPTION,1,abcd,HTML
OPTION,1,abc'd',HTML
OPTION,0,a'bcd,HTML
OPTION,0,ab'cd',HTML
OPTION,0,ab'cd,HTML
OPTION,0,a'bc'd,HTML
OPTION,0,a'b'c'd,HTML
OPTION,0,ab'c'd',HTML
OPTION,0,a'bcd',HTML
OPTION,1,a'b'cd',HTML
OPTION,0,abc'd,HTML
OPTION,0,a'b'cd,HTML


NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[0, 7, 14]?",NOT HTML
Points,10
Difficulty,1
OPTION,1,a'b'c'd',HTML
OPTION,0,abc'd,HTML
OPTION,1,a'bcd,HTML
OPTION,0,ab'cd',HTML
OPTION,0,a'bc'd,HTML
OPTION,0,a'b'cd,HTML
OPTION,0,ab'c'd,HTML
OPTION,0,abc'd',HTML
OPTION,0,ab'c'd',HTML
OPTION,0,a'b'c'd,HTML
OPTION,0,a'b'cd',HTML
OPTION,0,a'bcd',HTML
OPTION,1,abcd',HTML
OPTION,0,a'bc'd',HTML
OPTION,0,ab'cd,HTML
OPTION,0,abcd,HTML


NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[7, 9, 10, 12, 14, 15]?",NOT HTML
Points,10
Difficulty,1
OPTION,0,a'b'cd,HTML
OPTION,0,a'b'cd',HTML
OPTION,0,a'bcd',HTML
OPTION,0,a'b'c'd,HTML
OPTION,1,ab'cd',HTML
OPTION,1,abcd,HTML
OPTION,0,a'bc'd,HTML
OPTION,1,abc'd',HTML
OPTION,0,abc'd,HTML
OPTION,0,a'b'c'd',HTML
OPTION,1,a'bcd,HTML
OPTION,1,abcd',HTML
OPTION,0,a'bc'd',HTML
OPTION,1,ab'c'd,HTML
OPTION,0,ab'c'd',HTML
OPTION,0,ab'cd,HTML


NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[0, 11, 12, 14]?",NOT HTML
Points,10
Difficulty,1
OPTION,0,a'bcd',HTML
OPTION,0,a'b'cd,HTML
OPTION,0,abc'd,HTML
OPTION,0,abcd,HTML
OPTION,1,abcd',HTML
OPTION,0,a'b'c'd,HTML
OPTION,1,abc'd',HTML
OPTION,0,ab'c'd',HTML
OPTION,0,ab'c'd,HTML
OPTION,0,ab'cd',HTML
OPTION,0,a'bcd,HTML
OPTION,1,a'b'c'd',HTML
OPTION,0,a'bc'd,HTML
OPTION,0,a'b'cd',HTML
OPTION,0,a'bc'd',HTML
OPTION,1,ab'cd,HTML


NewQuestion,MS
Title,SOP_by_minterms
QuestionText,"Which of the following expressions are part of the SOP given by these minterms: m[10, 12, 13]?",NOT HTML
Points,10
Difficulty,1
OPTION,0,a'b'c'd,HTML
OPTION,1,abc'd',HTML
OPTION,0,abcd,HTML
OPTION,0,a'b'c'd',HTML
OPTION,0,ab'cd,HTML
OPTION,0,a'b'cd',HTML
OPTION,0,a'bcd,HTML
OPTION,0,abcd',HTML
OPTION,0,ab'c'd',HTML
OPTION,0,a'bc'd',HTML
OPTION,0,ab'c'd,HTML
OPTION,1,abc'd,HTML
OPTION,0,a'bc'd,HTML
OPTION,0,a'bcd',HTML
OPTION,1,ab'cd',HTML
